ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	AUTOCOGID
5592	Sharanahua	bad	chaca	chaca	tʃ a k a	None	3345		156
6999	Kakataibo	bad	'aisama uni	'aisama uni	ʔ a i s a m a ɯ n i	None	3163		146
7530	Chipaya	bad	phiru	phiru	pʰ i r u	None	3168		150
7787	Isconahua	bad	micha	micha	m i tʃ a	None	3323		152
8464	Cavinena	bad	yuama	yuama	j u a m a	None	3164		149
8732	Tacana	bad	madhada	madhada	m a ð a d a	None	0		152
8925	Tsimane	bad	a’ćhity	a’ćhity	a ʔ tʃʰ i tʲ	None	3026		157
9455	Chacobo	bad	anoma	anoma	a n o m a	None	3165		146
9868	Araona	bad	-shili	-shili	ʃ i l i	None	3315		147
285	EseEjja	bark	e'he	e'he	h e	None	1137		162
775	HuarayoEseEjja	bark	e-hee	e-hee	h e.e	None	1137		162
1199	Cashibo	bark	ṣ̌a'ka	ṣ̌a'ka	ʂ a k a	None	3762		160
1635	Catuquina	bark	hiwi šaka	hiwi šaka	h i w i ʂ a k a	None	4393		160
2179	ShipiboConibo	bark	βiči	βiči	β i tʃ i	None	3434		159
2180	ShipiboConibo	bark	ṣ̌aka	ṣ̌aka	ʂ a k a	None	3762		160
2775	Yaminahua	bark	iβi βiči	iβi βiči	i β i β i tʃ i	None	4391		159
3235	Amahuaca	bark	ráxvii	ráxvii	r á/a ʂ β i i	None	3426		158
4072	Capanahua	bark	xacá, rahbi	xacá	ʂ a k a	None	3762		160
4073	Capanahua	bark	xacá, rahbi	rahbi	r a ʔ β i	None	35		158
4189	Moseten	bark	'šoʔpaʔ	'šoʔpaʔ	ʃ o.ʔ p a.ʔ	None	3438		161
4190	Moseten	bark	šu'páʔ	šu'páʔ	ʃ u p a.ʔ	None	3438		161
4191	Movima	bark	to-ɓen̉-kʷa	to-ɓen̉-kʷa	t o ɓ e p ʔⁿ kʷ a	None	3448		163
5118	Matses	bark	bitsi	bitsi	b i ts i	None	3434		159
5593	Sharanahua	bark	ihui fichi	ihui fichi	i w i β i tʃ i	None	4391		159
7364	Chipaya	bark	chhajpi	chhajpi	tʃʰ a x p i	None	3440		161
8026	Cavinena	bark	-biti	-biti	b i t i	None	3434		159
8586	Tacana	bark	e-biti	e-biti	b i t i	None	3434		159
9879	Araona	bark	acuibiqui	acuibiqui	kʷ i b i k i	None	1159		159
313	EseEjja	basket	xeepi	xeepi	x e.e p i	None	1511		165
314	EseEjja	basket	eha	eha	h a	None	3404		169
315	EseEjja	basket	ɓexepi	ɓexepi	ɓ e x e p i	None	3781		165
794	HuarayoEseEjja	basket	e-šaha	e-šaha	ʃ a h a	None	1515		169
1220	Cashibo	basket	ka'kã	ka'kã	k a k ã	None	3506		164
1221	Cashibo	basket	ta'sa	ta'sa	t a s a	None	3510		166
1658	Catuquina	basket	koki	koki	k o k i	None	3506		164
2212	ShipiboConibo	basket	tasa	tasa	t a s a	None	3510		166
2213	ShipiboConibo	basket	naβiro	naβiro	n a β i r o	None	3537		175
2802	Yaminahua	basket	βɨ̃ta	βɨ̃ta	β ɨ̃ t a	None	3514		174
2803	Yaminahua	basket	šiβa-ti	šiβa-ti	ʃ i β a t i	None	0		171
2804	Yaminahua	basket	ɨpɨ-a-ti	ɨpɨ-a-ti	ɨ p ɨ a t i	None	3509		171
3401	Amahuaca	basket	cácan	cácan	k á/a k a n	None	3506		164
4013	Capanahua	basket	tasá	tasá	t a s a	None	3510		166
4192	Movima	basket	sam-res-mo	sam-res-mo	s a m r e s m o	None	3521		170
5547	Matses	basket	tsitsan	tsitsan	ts i ts a n	None	3517		164
6096	Sharanahua	basket	pishin shihuati	pishin shihuati	p i ʃ i n ʃ i w a t i	None	1509		171
6097	Sharanahua	basket	shihuati	shihuati	ʃ i w a t i	None	0		171
6139	Kakataibo	basket	kakan	kakan	k a k a n	None	3506		164
6140	Kakataibo	basket	kaki	kaki	k a k i	None	3506		164
6141	Kakataibo	basket	pëkú	pëkú	p ɨ k ɯ	None	1510		176
6638	Isconahua	basket	chichakapi	chichakapi	tʃ i tʃ a k a p i	None	3518		168
6639	Isconahua	basket	kankan	kankan	k a n.k a n	None	3506		164
7726	Chipaya	basket	zhepa	zhepa	ʐ e p a	None	1508		165
8256	Cavinena	basket	jiti	jiti	h i t i	None	1516		167
8558	Tacana	basket	d’ujuju	d’ujuju	ɽ u h u h u	None	1514		172
9134	Tsimane	basket	jasaye, úbu’	jasaye	h a s a j e	None	3534		173
9135	Tsimane	basket	jasaye, úbu’	úbu’	ɨ̃ b ɨ.ʔ	None	3509		165
9550	Chacobo	basket	chichama	chichama	tʃ i tʃ a m a	None	3517		168
9960	Araona	basket	cuaba	cuaba	kʷ a b a	None	1512		165
94	EseEjja	bat	ɓiɲa	ɓiɲa	ɓ i ɲ a	None	3665		178
630	HuarayoEseEjja	bat	biɲa	biɲa	b i ɲ a	None	3665		178
1026	Cashibo	bat	kašã	kašã	k a ʃ ã	None	3664		177
1027	Cashibo	bat	kãša	kãša	k ã ʃ a	None	3664		177
1469	Catuquina	bat	kãči	kãči	k ã ʃ i	None	3664		177
1953	ShipiboConibo	bat	kaši	kaši	k a ʃ i	None	3664		177
2586	Yaminahua	bat	kaši	kaši	k a ʃ i	None	3664		177
3465	Amahuaca	bat	cashí	cashí	k a ʃ í/i	None	3664		177
3602	Capanahua	bat	cashi	cashi	k a ʃ i	None	3664		177
4193	Moseten	bat	c̷i'ɲiʔ	c̷i'ɲiʔ	ts i ɲ i.ʔ	None	3680		178
4194	Movima	bat	ɓosin̉	ɓosin̉	ɓ o s i p ʔⁿ	None	3673		181
5119	Matses	bat	cuesban	cuesban	kʷ e s b a n	None	3677		180
6009	Sharanahua	bat	cashi	cashi	k a ʃ i	None	3664		177
6010	Sharanahua	bat	icanaifo	icanaifo	i k a n a i β u	None	3681		182
6142	Kakataibo	bat	kashi	kashi	k a ʃ i	None	3664		177
6640	Isconahua	bat	nawa kashi	nawa kashi	n a w a k a ʃ i	None	3674		177
7512	Chipaya	bat	p’aspa	p’aspa	pˀ a s p a	None	3673		179
8126	Cavinena	bat	bina	bina	b i n a	None	3665		178
8514	Tacana	bat	bina	bina	b i n a	None	3665		178
9374	Tsimane	bat	tsiñi’	tsiñi’	ts i ɲ i.ʔ	None	3680		178
9528	Chacobo	bat	cashi	cashi	k a ʃ i	None	3664		177
9949	Araona	bat	biña	biña	b i ɲ a	None	3665		178
10236	Kaxarari	bat	kaʃiˈwa	kaʃiˈwa	k a ʃ i w a	None	3664		177
209	EseEjja	bathe	šeweša-	šeweša-	ʃ e w e ʃ a	None	3748		185
712	HuarayoEseEjja	bathe	ša-kwe	ša-kwe	ʃ a	None	3734		183
1118	Cashibo	bathe	naši-ti	naši-ti	n a ʃ i t i	None	3734		183
1562	Catuquina	bathe	nači-	nači-	n a ʃ i	None	3734		183
2087	ShipiboConibo	bathe	našima-ti	našima-ti	n a ʃ i m a t i	None	3735		183
2088	ShipiboConibo	bathe	naši-ti	naši-ti	n a ʃ i t i	None	3734		183
2691	Yaminahua	bathe	naši-kĩ	naši-kĩ	n a ʃ i k ĩ	None	3734		183
3054	Amahuaca	bathe	náxihí	náxihí	n á/a ʂ i	None	3734		183
3807	Capanahua	bathe	nashihi	nashihi	n a ʃ i ʔ i	None	3734		183
4195	Moseten	bathe	'yœih	'yœih	j ɨ i h	None	3738		187
4196	Movima	bathe	ɬam̉-ɬam̉	ɬam̉-ɬam̉	ɬ a t ʔⁿ ɬ a t ʔⁿ	None	3749		188
5120	Matses	bathe	nes	nes	n e s	None	3734		183
6143	Kakataibo	bathe	nashi	nashi	n a ʃ i	None	3734		183
7176	Sharanahua	bathe	nashi	nashi	n a ʃ i	None	3734		183
7604	Chipaya	bathe	t’ajun-z, aju-z	t’ajun-z	tˀ a x u n	None	971		184
7605	Chipaya	bathe	t’ajun-z, aju-z	aju-z	a x u	None	1505		184
7776	Isconahua	bathe	choki	choki	tʃ o k i	None	3739		186
8351	Cavinena	bathe	nawi	nawi	n a w i	None	3734		183
9084	Tsimane	bathe	dyuij	dyuij	dʲ ɨ i h	None	3738		187
9457	Chacobo	bathe	ashihaina	ashihaina	a ʃ i	None	3734		183
10139	Araona	bathe	nahui	nahui	n a w i	None	3734		183
210	EseEjja	be born	kʷaya-	kʷaya-	kʷ a j a	None	3818		190
713	HuarayoEseEjja	be born	kwaya-kwe	kwaya-kwe	kʷ a j a	None	3818		190
1563	Catuquina	be born	pakɨ-t-	pakɨ-t-	p a k ɨ t	None	3822		191
2089	ShipiboConibo	be born	pikoti	pikoti	p i k o t i	None	977		191
2692	Yaminahua	be born	kãi-kĩ	kãi-kĩ	k ãi k ĩ	None	0		190
3592	Capanahua	be born	caini	caini	k ai.n i	None	3586		190
4235	Moseten	be born	na'ʔih	na'ʔih	n a.ʔ i h	None	3836		193
4236	Movima	be born	tami-ɬe	tami-ɬe	t a m i ɬ e	None	3837		194
5594	Sharanahua	be born	cain	cain	k ai.n	None	3586		190
7490	Chipaya	be born	mat-z, nas-z	mat-z	m a t	None	3581		192
7491	Chipaya	be born	mat-z, nas-z	nas-z	n a s	None	972		195
8314	Cavinena	be born	kwinana	kwinana	kʷ i n a n a	None	3818		190
8547	Tacana	be born	cuina	cuina	kʷ i n a	None	3818		190
9215	Tsimane	be born	na’eja’	na’eja’	n a.ʔ e h a.ʔ	None	3836		193
9565	Chacobo	be born	cohaina	cohaina	k o	None	3818		190
10072	Araona	be born	jaidyaohue	jaidyaohue	h a i dʲ a o w e	None	3810		189
951	HuarayoEseEjja	be silent	xamaya	xamaya	x a m a j a	None	3913		201
1377	Cashibo	be silent	nɨ'tɨ-ti	nɨ'tɨ-ti	n ɨ t ɨ t i	None	1626		197
1840	Catuquina	be silent	βana-ma	βana-ma	β a n a m a	None	4854		198
2485	ShipiboConibo	be silent	nɨtɨti	nɨtɨti	n ɨ t ɨ t i	None	1626		197
3008	Yaminahua	be silent	tooṣ̌iki-ma	tooṣ̌iki-ma	t o o ʂ i k i m a	None	3926		196
3009	Yaminahua	be silent	βama-kĩ	βama-kĩ	β a m a k ĩ	None	0		198
3010	Yaminahua	be silent	oino-ma	oino-ma	o i n o m a	None	3920		198
3039	Amahuaca	be silent	níshmaahí	níshmaahí	n í/i ʃ m a	None	3894		196
3815	Capanahua	be silent	neteti, comocoqueti	neteti	n ɨ t ɨ t i	None	1626		197
3816	Capanahua	be silent	neteti, comocoqueti	comocoqueti	k o m o k o k ɨ t i	None	0		203
4873	Moseten	be silent	tču-tču-ih	tču-tču-ih	tʃ u tʃ u i h	None	3905		197
4874	Movima	be silent	way-as-ɬe	way-as-ɬe	w a j a s ɬ e	None	3923		202
5121	Matses	be silent	ënëd	ënëd	ɨ n ɨ d	None	2603		197
5595	Sharanahua	be silent	pusiquima	pusiquima	p ɨ s i k i m a	None	1400		196
6144	Kakataibo	be silent	nëtë́ti	nëtë́ti	n ɨ t ɨ t i	None	1626		197
7347	Chipaya	be silent	ch’uj-z	ch’uj-z	tʃˀ u x	None	2601		200
8066	Cavinena	be silent	abakatana	abakatana	a b a k a t a n a	None	0		199
8740	Tacana	be silent	mi-tana	mi-tana	m i t a n a	None	2604		199
9025	Tsimane	be silent	ćhu’ćhuij, cam’	ćhu’ćhuij	tʃʰ ɨ.ʔ tʃʰ ɨ i h	None	3905		197
9026	Tsimane	be silent	ćhu’ćhuij, cam’	cam’	k a m.ʔ	None	3913		204
9742	Chacobo	be silent	pasihaina	pasihaina	p a s i	None	2605		196
129	EseEjja	beard	e-kʷe-kʷe	e-kʷe-kʷe	kʷ e kʷ e	None	4344		206
653	HuarayoEseEjja	beard	e-kwaša	e-kwaša	kʷ a ʃ a	None	4445		206
1056	Cashibo	beard	kʷɨni	kʷɨni	kʷ ɨ n i	None	4342		205
1493	Catuquina	beard	kɨni	kɨni	k ɨ n i	None	4342		205
1985	ShipiboConibo	beard	kɨ-ni	kɨ-ni	k ɨ n i	None	4342		205
1986	ShipiboConibo	beard	kɨspo	kɨspo	k ɨ s p o	None	4338		208
1987	ShipiboConibo	beard	kɨni-kɨni	kɨni-kɨni	k ɨ n i k ɨ n i	None	4343		205
2616	Yaminahua	beard	kɨṣ̌tɨ	kɨṣ̌tɨ	k ɨ ʂ t ɨ	None	4355		208
3127	Amahuaca	beard	cuní	cuní	k ɨ n í/i	None	4342		205
3925	Capanahua	beard	queni, corani, tepán	queni	k ɨ n i	None	4342		205
3926	Capanahua	beard	queni, corani, tepán	corani	k o r a n i	None	4463		205
3927	Capanahua	beard	queni, corani, tepán	tepán	t ɨ p a n	None	4972		211
4197	Moseten	beard	yæ'tis	yæ'tis	j ə t i s	None	4000		209
4198	Movima	beard	čuska-mora	čuska-mora	tʃ u s k a m o r a	None	4002		210
5122	Matses	beard	cuibu	cuibu	kʷ i b u	None	4356		208
5123	Matses	beard	tambu	tambu	t a m b u	None	4011		212
5596	Sharanahua	beard	cushni	cushni	k ɨ ʃ n i	None	4342		205
6145	Kakataibo	beard	kwëni	kwëni	kʷ ɨ n i	None	4342		205
6146	Kakataibo	beard	tëkua	tëkua	t ɨ kʷ a	None	4971		211
6641	Isconahua	beard	koirani	koirani	k o i ɾ a n i	None	3797		205
7750	Chipaya	beard	zipz, zipza	zipz	z i p z	None	3993		207
7751	Chipaya	beard	zipz, zipza	zipza	z i p z a	None	3993		207
8310	Cavinena	beard	kwesa	kwesa	kʷ e s a	None	4332		206
8782	Tacana	beard	quedha	quedha	k e ð a	None	4335		206
9435	Tsimane	beard	yätis, im’	yätis	j ə t i s	None	4000		209
9436	Tsimane	beard	yätis, im’	im’	i m.ʔ	None	4012		213
9768	Chacobo	beard	quëni	quëni	k ɨ n i	None	4342		205
9975	Araona	beard	cuesa	cuesa	kʷ e s a	None	4332		206
1367	Cashibo	because	raβanã	raβanã	r a β a n ã	None	4090		217
1825	Catuquina	because	-tošõ	-tošõ	t o ʂ õ	None	4092		218
2461	ShipiboConibo	because	kopi	kopi	k o p i	None	4105		219
2994	Yaminahua	because	mãi	mãi	m ã i	None	4103		222
3223	Amahuaca	because	cuzánon	cuzánon	k ɨ s á/a n o n	None	3231		214
3922	Capanahua	because	quen, copi	quen	k ɨ n	None	4084		216
3923	Capanahua	because	quen, copi	copi	k o p i	None	4105		219
4199	Moseten	because	ka'kaiɲ	ka'kaiɲ	k a k ai ɲ	None	4084		220
4200	Movima	because	ɓo	ɓo	ɓ o	None	1540		221
8076	Cavinena	because	akere, amere	akere	a k e r e	None	1543		219
8077	Cavinena	because	akere, amere	amere	a m e r e	None	1546		219
8781	Tacana	because	putsu	putsu	p u ts u	None	4085		215
9599	Chacobo	because	iqui tsi	iqui tsi	i k i ts i	None	2584		219
9934	Araona	because	batso	batso	b a ts o	None	4085		215
3996	Capanahua	become angry	sinati	sinati	s i n a t i	None	24		224
7033	Kakataibo	become angry	nishti	nishti	n i ʃ t i	None	0		224
7113	Matses	become angry	nëish	nëish	n ɨi ʃ	None	4145		224
7195	Sharanahua	become angry	sinai	sinai	s i n a i	None	24		224
7275	Chipaya	become angry	traju-z, zhaju-z	traju-z	ʈʂ a x u	None	2423		226
7276	Chipaya	become angry	traju-z, zhaju-z	zhaju-z	ʐ a x u	None	2423		226
7799	Isconahua	become angry	weni weni ik	weni weni ik	w ɨ n i w ɨ n i i k	None	4150		227
7848	Tacana	become angry	duinini	duinini	d u i n i n i	None	4160		228
7906	Chacobo	become angry	caxahaina	caxahaina	k a ʂ a	None	4149		225
8015	Araona	become angry	zaiqui	zaiqui	ɽ a i k i	None	0		223
8285	Cavinena	become angry	kawaiti	kawaiti	k a w ai t i	None	4146		225
9091	Tsimane	become angry	fácoij	fácoij	f ã k o i h	None	4162		229
105	EseEjja	bee	wini	wini	w i n i	None	3842		232
106	EseEjja	bee	meme	meme	m e m e	None	4241		240
640	HuarayoEseEjja	bee	wini	wini	w i n i	None	3842		232
1037	Cashibo	bee	βina	βina	β i n a	None	3983		232
1038	Cashibo	bee	ni'šaβu	ni'šaβu	n i ʃ a β u	None	3556		238
1479	Catuquina	bee	šara	šara	ʂ a r a	None	3844		233
1966	ShipiboConibo	bee	βona	βona	β o n a	None	3838		232
1967	ShipiboConibo	bee	ṣ̌ara	ṣ̌ara	ʂ a r a	None	3844		233
2596	Yaminahua	bee	ṣ̌ara βina	ṣ̌ara βina	ʂ a r a β i n a	None	3846		232
3118	Amahuaca	bee	máno, shára	máno	m á/a n o	None	3562		230
3119	Amahuaca	bee	máno, shára	shára	ʃ á/a r a	None	3844		233
3755	Capanahua	bee	mano, bona	mano	m a n o	None	3562		230
3756	Capanahua	bee	mano, bona	bona	β o n a	None	3838		232
4201	Moseten	bee	ku'ruma	ku'ruma	k u r u m a	None	4264		236
4202	Movima	bee	čuiɗi	čuiɗi	tʃ u i ɗ i	None	4265		237
5124	Matses	bee	buid	buid	b u i d	None	4257		235
5125	Matses	bee	manua	manua	m a n u a	None	4712		230
6147	Kakataibo	bee	buña	buña	β̞ ɯ ɲ a	None	4241		232
6148	Kakataibo	bee	naxën	naxën	n a ʂ ɨ n	None	4266		232
6642	Isconahua	bee	bakon	bakon	β a k o n	None	3565		232
8449	Cavinena	bee	waja, wanuwanu	waja	w a h a	None	3569		234
8450	Cavinena	bee	waja, wanuwanu	wanuwanu	w a n u w a n u	None	3563		239
8680	Tacana	bee	huasa	huasa	w a s a	None	3569		234
9509	Chacobo	bee	bina	bina	β i n a	None	3983		232
9871	Araona	bee	a-ize	a-ize	i ɽ e	None	4251		231
370	EseEjja	behind	kiiɓaaxaxe	kiiɓaaxaxe	k i i ɓ a a x a x e	None	4394		244
832	HuarayoEseEjja	behind	tixe-nee	tixe-nee	t i x e n e.e	None	4380		242
1261	Cashibo	behind	ta'ni-ti	ta'ni-ti	t a n i t i	None	0		242
1706	Catuquina	behind	ṣ̌ipo	ṣ̌ipo	tʃ i p o	None	3990		242
2275	ShipiboConibo	behind	na-	na-	n a	None	1831		248
2276	ShipiboConibo	behind	či-	či-	tʃ i	None	3989		242
2277	ShipiboConibo	behind	pɨkao	pɨkao	p ɨ k a o	None	4404		245
2278	ShipiboConibo	behind	ka-	ka-	k a	None	1660		245
2856	Yaminahua	behind	kačiori	kačiori	k a tʃ i o r i	None	1668		241
2857	Yaminahua	behind	čiβiri	čiβiri	tʃ i β i r i	None	3991		243
3439	Amahuaca	behind	cáchiihó	cáchiihó	k á/a tʃ i.i ʔ ó/o	None	1667		241
3587	Capanahua	behind	cahchiho	cahchiho	k a ʔ tʃ i ʔ o	None	3084		241
4203	Moseten	behind	hœ'kiwe	hœ'kiwe	h ɨ k i w e	None	4399		246
4204	Movima	behind	mo-sisi	mo-sisi	m o s i s i	None	4403		247
6006	Sharanahua	behind	acho	acho	a tʃ u	None	1832		241
6149	Kakataibo	behind	kaxu	kaxu	k a ʂ ɯ	None	1672		245
7086	Matses	behind	caʈʂoc	caʈʂoc	k a ʈʂ o k	None	1666		245
7707	Chipaya	behind	wiri	wiri	w i r i	None	4378		243
8411	Cavinena	behind	tibene	tibene	t i b e n e	None	4380		242
8831	Tacana	behind	tije	tije	t i h e	None	4379		242
9133	Tsimane	behind	jäqui’	jäqui’	h ə k i.ʔ	None	4399		246
9529	Chacobo	behind	casojó	casojó	k a s o h o	None	1664		241
3278	Amahuaca	belly	chinxantó, xánquin	chinxantó	tʃ i n ʂ a n t ó/o	None	2525		249
3279	Amahuaca	belly	chinxantó, xánquin	xánquin	ʂ á/a n k i n	None	261		249
4077	Capanahua	belly	xahquin, chixanen	xahquin	ʂ a ʔ	None	4487		250
4078	Capanahua	belly	xahquin, chixanen	chixanen	tʃ i ʂ a n ɨ n	None	2524		249
7044	Kakataibo	belly	puku	puku	p ɯ k ɯ	None	276		255
7127	Matses	belly	pucu	pucu	p u k u	None	276		255
7191	Sharanahua	belly	shaqui	shaqui	ʃ a k i	None	350		249
7248	Chipaya	belly	phuch	phuch	pʰ u tʃ	None	280		253
7818	Isconahua	belly	nahbá	nahbá	n a h β a	None	4500		254
7851	Tacana	belly	edhe	edhe	ð e	None	4479		250
7918	Chacobo	belly	jatoquë	jatoquë	h a t o k ɨ	None	347		252
7977	Araona	belly	ese	ese	s e	None	4479		250
8164	Cavinena	belly	ekarekani	ekarekani	k a r e k a n i	None	4489		251
9423	Tsimane	belly	vo’co	vo’co	ʋ o.ʔ k o	None	276		256
373	EseEjja	below or under	e-kimexexe	e-kimexexe	k i m e x e x e	None	4542		262
835	HuarayoEseEjja	below or under	e-kipa-xe	e-kipa-xe	k i p a	None	4526		257
1263	Cashibo	below or under	tɨ'muu	tɨ'muu	t ɨ m u.u	None	4526		257
1264	Cashibo	below or under	ta'naĩ	ta'naĩ	t a n aĩ	None	4526		258
1265	Cashibo	below or under	na'mã	na'mã	n a m ã	None	4533		258
1709	Catuquina	below or under	tɨro	tɨro	t ɨ r o	None	4536		259
2285	ShipiboConibo	below or under	namã-	namã-	n a m ã	None	4533		258
2860	Yaminahua	below or under	nãmã	nãmã	n ã m ã	None	4533		258
3802	Capanahua	below or under	naman	naman	n a m a n	None	4533		258
5019	Moseten	below or under	mu'ix'ya	mu'ix'ya	m ui x j a	None	4543		263
5020	Movima	below or under	ɗai-ko	ɗai-ko	ɗ ai k o	None	1849		258
5597	Sharanahua	below or under	naman	naman	n a m a n	None	4533		258
6150	Kakataibo	below or under	tsipúmi	tsipúmi	ts i p ɯ m i	None	4527		257
6643	Isconahua	below or under	chiname	chiname	tʃ i n a m ɨ	None	4528		258
7578	Chipaya	below or under	qosi	qosi	q o s i	None	1850		261
8170	Cavinena	below or under	emake	emake	m a k e	None	4537		260
8660	Tacana	below or under	e-ma su	e-ma su	m a s u	None	4552		260
9272	Tsimane	below or under	p̂u’maij, ĉan	p̂u’maij	pʰ ɨ.ʔ m a i h	None	4555		258
9273	Tsimane	below or under	p̂u’maij, ĉan	ĉan	kʰ a n	None	1838		264
9695	Chacobo	below or under	namá	namá	n a m a	None	4533		258
10197	Araona	below or under	tipao	tipao	t i p a.o	None	4526		257
10237	Kaxarari	below or under	niˈma	niˈma	n i m a	None	4533		258
264	EseEjja	belt	waka'he	waka'he	w a k a h e	None	4625		271
1179	Cashibo	belt	c̷itɨkɨrɨkiti	c̷itɨkɨrɨkiti	ts i t ɨ k ɨ r ɨ k i t i	None	4621		267
1616	Catuquina	belt	sĩtorão	sĩtorão	s ĩ t o r ã o	None	4622		268
2159	ShipiboConibo	belt	čõpi	čõpi	tʃ õ p i	None	4622		269
2751	Yaminahua	belt	čɨ-nɨṣ̌ɨ-mɨ-ti	čɨ-nɨṣ̌ɨ-mɨ-ti	tʃ ɨ n ɨ ʂ ɨ m ɨ t i	None	4659		265
2752	Yaminahua	belt	sitora	sitora	s i t o r a	None	4622		268
3160	Amahuaca	belt	chínuxúti	chínuxúti	tʃ í/i n ɨ ʂ ɨ t i	None	4658		265
4205	Movima	belt	sun̉-ka-pin̉	sun̉-ka-pin̉	s u p ʔⁿ k a p i p ʔⁿ	None	4645		273
5126	Matses	belt	tsipante	tsipante	ts i p a n t e	None	4639		272
5598	Sharanahua	belt	nanushumuti	nanushumuti	n a n ɨ ʃ ɨ m ɨ t i	None	4618		265
6151	Kakataibo	belt	anun tsitëkërëkiti	anun tsitëkërëkiti	a n ɯ n ts i t ɨ k ɨ ɾ ɨ k i t i	None	4636		267
8148	Cavinena	belt	dure	dure	d u r e	None	1315		269
8646	Tacana	belt	e-tu-risi-ji	e-tu-risi-ji	t u ɾ i s i h i	None	1316		266
9233	Tsimane	belt	ñutu’tacdye’	ñutu’tacdye’	ɲ ɨ t ɨ.ʔ t a k dʲ e.ʔ	None	1327		274
9836	Chacobo	belt	tsirispi, chinëxëti	tsirispi	ts i r i s p i	None	4623		270
9837	Chacobo	belt	tsirispi, chinëxëti	chinëxëti	tʃ i n ɨ ʂ ɨ t i	None	4658		265
10187	Araona	belt	teliji	teliji	t e l i h i	None	4619		266
291	EseEjja	bend	heaxaxa-	heaxaxa-	h e a x a x a	None	4744		280
292	EseEjja	bend	sahawiči-	sahawiči-	s a h a w i tʃ i	None	4758		283
778	HuarayoEseEjja	bend	hea-koii-kwe	hea-koii-kwe	h e a k o i i	None	4745		281
779	HuarayoEseEjja	bend	kokwa-kwe	kokwa-kwe	k o kʷ a	None	1401		278
1203	Cashibo	bend	tɨn'tun-ti	tɨn'tun-ti	t ɨ n t u n t i	None	0		278
1639	Catuquina	bend	rõkɨ a-	rõkɨ a-	r õ k ɨ a	None	1421		279
2184	ShipiboConibo	bend	kapoti	kapoti	k a p o t i	None	0		278
2185	ShipiboConibo	bend	katoti	katoti	k a t o t i	None	0		278
2186	ShipiboConibo	bend	takatoti	takatoti	t a k a t o t i	None	4766		278
2779	Yaminahua	bend	kako-kĩ	kako-kĩ	k a k o k ĩ	None	0		278
2780	Yaminahua	bend	kãti-kĩ	kãti-kĩ	k ã t i k ĩ	None	0		278
3504	Amahuaca	bend	vúquiquín	vúquiquín	β ɨ k i	None	3708		275
3894	Capanahua	bend	pohaquin, catoquin	pohaquin	p o ʔ a	None	4725		277
3895	Capanahua	bend	pohaquin, catoquin	catoquin	k a t o	None	4733		278
4206	Moseten	bend	kudoi'heʔ	kudoi'heʔ	k u d oi h e.ʔ	None	0		278
4207	Movima	bend	watul-na	watul-na	w a t u l n a	None	0		282
6152	Kakataibo	bend	báxka	báxka	β̞ a ʂ k a	None	0		275
6153	Kakataibo	bend	pësinti	pësinti	p ɨ s i n t i	None	4767		284
7134	Matses	bend	ʂuabud	ʂuabud	ʂ u a b u d	None	4757		278
7162	Sharanahua	bend	ficai	ficai	β i k a.i	None	4721		275
7630	Chipaya	bend	thot-z	thot-z	tʰ o t	None	4731		278
8823	Tacana	bend	tanuja	tanuja	t a n u h a	None	4723		276
8981	Tsimane	bend	ĉabitsjeyaqui	ĉabitsjeyaqui	kʰ a b i ts	None	1418		278
9653	Chacobo	bend	macatohaina	macatohaina	m a k a t o	None	1420		278
10202	Araona	bend	tononoa	tononoa	t o n o n o a	None	4724		276
4045	Capanahua	between	tocan	tocan	t o k a n	None	4819		286
7112	Matses	between	nantan	nantan	n a n t a n	None	4828		289
7208	Chipaya	between	-pura	-pura	p u r a	None	4827		288
7849	Tacana	between	duje	duje	d u h e	None	4835		290
7931	Chacobo	between	naxërëquë	naxërëquë	n a ʂ ɨ r ɨ k ɨ	None	4826		287
7984	Araona	between	janabacua	janabacua	h a n a b a kʷ a	None	2422		285
9397	Tsimane	between	uvemun	uvemun	ɨ ʋ e m ɨ n	None	4838		291
251	EseEjja	beverage	axa	axa	a x a	None	4860		296
749	HuarayoEseEjja	beverage	e-iši-xi	e-iši-xi	i ʃ i	None	1195		297
1604	Catuquina	beverage	waka	waka	w a k a	None	2483		294
1605	Catuquina	beverage	maṣ̌o	maṣ̌o	m a tʃ o	None	1256		302
2144	ShipiboConibo	beverage	ṣ̌ɨati	ṣ̌ɨati	ʂ ɨ a t i	None	2437		293
2739	Yaminahua	beverage	aya-ti	aya-ti	a j a t i	None	2441		292
3149	Amahuaca	beverage	háyatí	háyatí	ʔ á/a j a t í/i	None	2441		292
4090	Capanahua	beverage	xehati	xehati	ʂ ɨ ʔ a t i	None	0		293
4208	Moseten	beverage	'čeye	'čeye	tʃ e j e	None	4860		299
4209	Movima	beverage	ya-lo-we	ya-lo-we	j a l o w e	None	1163		300
5127	Matses	beverage	acte	acte	a k t e	None	1845		298
5599	Sharanahua	beverage	ayati	ayati	a j a t i	None	2441		292
6644	Isconahua	beverage	aya	aya	a j a	None	2441		292
7234	Chipaya	beverage	lik-chi	lik-chi	l i k tʃ i	None	1160		295
8678	Tacana	beverage	huarapu	huarapu	w a ɾ a p u	None	4861		301
9383	Tsimane	beverage	tyedye	tyedye	tʲ e dʲ e	None	4860		299
